frequency,id,observation_end,observation_start,seasonal_adjustment,title,units,county_id
Annual,B14005DCYACS001107,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Disconnected Youth (5-year estimate) for Pickens County, A",Percent,27389
Annual,BPPRIV001107,2018-01-01,1990-01-01,Not Seasonally Adjusted,"New Private Housing Structures Authorized by Building Permits for Pickens County, A",Units,27389
Annual,CBR01107ALA647NCEN,2017-01-01,1989-01-01,Not Seasonally Adjusted,SNAP Benefits Recipients,Persons,27389
Annual,CDC20N2U001107,2017-01-01,1999-01-01,Not Seasonally Adjusted,"Premature Death Rate for Pickens County, A","Rate per 100,000",27389
Annual,CDC20N2UAA001107,2017-01-01,1999-01-01,Not Seasonally Adjusted,"Age-Adjusted Premature Death Rate for Pickens County, A","Rate per 100,000",27389
Annual,DMPCRATE001107,2015-01-01,2008-01-01,Not Seasonally Adjusted,Rate of Preventable Hospital Admissions,Rate,27389
Annual,DP04ACS001107,2018-01-01,2010-01-01,Not Seasonally Adjusted,Burdened Households,Percent,27389
Quarterly,ENU0110720510,2019-07-01,1990-01-01,Not Seasonally Adjusted,Number of Private Establishments for All Industries,Establishments,27389
Quarterly,EQFXSUBPRIME001107,2019-10-01,1999-01-01,Not Seasonally Adjusted,"Equifax Subprime Credit Population for Pickens County, A",Percent,27389
Annual,FBITC001107,2015-01-01,2005-01-01,Not Seasonally Adjusted,Combined Violent and Property Crime Incidents Known to Law Enforcement,Known Incidents,27389
Annual,GDPALL01107,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: All Industries,Thousands of U.S. Dollars,27389
Annual,GDPGOODS01107,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: Private Goods-Producing Industries,Thousands of U.S. Dollars,27389
Annual,GDPGOVT01107,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: Government and Government Enterprises,Thousands of U.S. Dollars,27389
Annual,GDPSERV01107,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: Private Services-Providing Industries,Thousands of U.S. Dollars,27389
Annual,HC01ESTVC1601107,2018-01-01,2010-01-01,Not Seasonally Adjusted,High School Graduate or Higher (5-year estimate),Percent,27389
Annual,HC01ESTVC1701107,2018-01-01,2010-01-01,Not Seasonally Adjusted,Bachelor's Degree or Higher (5-year estimate),Percent,27389
Annual,HOWNRATEACS001107,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Homeownership Rate (5-year estimate) for Pickens County, A",Rate,27389
Annual,LAUCN011070000000003A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Unemployment Rate,Percent,27389
Monthly,LAUCN011070000000004,2020-02-01,1990-01-01,Not Seasonally Adjusted,Unemployed Persons,Persons,27389
Annual,LAUCN011070000000004A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Unemployed Persons,Persons,27389
Monthly,LAUCN011070000000005,2020-02-01,1990-01-01,Not Seasonally Adjusted,Employed Persons,Persons,27389
Annual,LAUCN011070000000005A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Employed Persons,Persons,27389
Annual,LAUCN011070000000006A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Civilian Labor Force,Persons,27389
Annual,MHIAL01107A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimate of Median Household Income for Pickens County, A",Dollars,27389
Annual,MHICILBAL01107A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Median Household Income for Pickens County, A",Dollars,27389
Annual,MHICIUBAL01107A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Median Household Income for Pickens County, A",Dollars,27389
Annual,NETMIGNACS001107,2017-01-01,2009-01-01,Not Seasonally Adjusted,"Net County-to-County Migration Flow (5-year estimate) for Pickens County, A",Persons,27389
Annual,PCPI01107,2018-01-01,1969-01-01,Not Seasonally Adjusted,Per Capita Personal Income,Dollars,27389
Annual,PE5T17AL01107A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimate of Related Children Age 5-17 in Families in Poverty for Pickens County, A",Persons,27389
Annual,PEAAAL01107A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,Estimate of People of All Ages in Poverty,Persons,27389
Annual,PECILB5T17AL01107A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Pickens County, A",Persons,27389
Annual,PECILBAAAL01107A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of People of All Ages in Poverty for Pickens County, A",Persons,27389
Annual,PECILBU18AL01107A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of People Age 0-17 in Poverty for Pickens County, A",Persons,27389
Annual,PECIUB5T17AL01107A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Pickens County, A",Persons,27389
Annual,PECIUBAAAL01107A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of People of All Ages in Poverty for Pickens County, A",Persons,27389
Annual,PECIUBU18AL01107A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of People Age 0-17 in Poverty for Pickens County, A",Persons,27389
Annual,PEU18AL01107A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,Estimate of People Age 0-17 in Poverty,Persons,27389
Annual,PI01107,2018-01-01,1969-01-01,Not Seasonally Adjusted,Personal Income,Thousands of Dollars,27389
Annual,PP5T17AL01107A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimated Percent of Related Children Age 5-17 in Families in Poverty for Pickens County, A",Percent,27389
Annual,PPAAAL01107A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimated Percent of People of All Ages in Poverty for Pickens County, A",Percent,27389
Annual,PPCILB5T17AL01107A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Pickens County, A",Percent,27389
Annual,PPCILBAAAL01107A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Percent of People of All Ages in Poverty for Pickens County, A",Percent,27389
Annual,PPCILBU18AL01107A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Percent of People Age 0-17 in Poverty for Pickens County, A",Percent,27389
Annual,PPCIUB5T17AL01107A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Pickens County, A",Percent,27389
Annual,PPCIUBAAAL01107A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Percent of People of All Ages in Poverty for Pickens County, A",Percent,27389
Annual,PPCIUBU18AL01107A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Percent of People Age 0-17 in Poverty for Pickens County, A",Percent,27389
Annual,PPU18AL01107A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimated Percent of People Age 0-17 in Poverty for Pickens County, A",Percent,27389
Annual,PUA0T17AL01107A647NCEN,2018-01-01,1998-01-01,Not Seasonally Adjusted,"Poverty Universe, Age 0-17 for Pickens County, A",Persons,27389
Annual,PUA5T17RAL01107A647NCEN,2018-01-01,1998-01-01,Not Seasonally Adjusted,"Poverty Universe, Age 5-17 related for Pickens County, A",Persons,27389
Annual,PUAAAL01107A647NCEN,2018-01-01,1998-01-01,Not Seasonally Adjusted,"Poverty Universe, All Ages for Pickens County, A",Persons,27389
Annual,RACEDISPARITY001107,2018-01-01,2009-01-01,Not Seasonally Adjusted,"White to Non-White Racial Dissimilarity Index for Pickens County, A",Percent,27389
Annual,REALGDPALL01107,2018-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: All Industries,Thousands of Chained 2012 U.S. Dollars,27389
Annual,REALGDPGOODS01107,2018-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: Private Goods-Producing Industries,Thousands of Chained 2012 U.S. Dollars,27389
Annual,REALGDPGOVT01107,2018-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: Government and Government Enterprises,Thousands of Chained 2012 U.S. Dollars,27389
Annual,REALGDPSERV01107,2018-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: Private Services-Providing Industries,Thousands of Chained 2012 U.S. Dollars,27389
Annual,S1101SPHOUSE001107,2018-01-01,2009-01-01,Not Seasonally Adjusted,Single-parent Households with Children as a Percentage of Households with Children,Percent,27389
Annual,S1501ACSTOTAL001107,2018-01-01,2009-01-01,Not Seasonally Adjusted,People 25 Years and Over Who Have Completed an Associate's Degree or Higher (5-year estimate),Percent,27389
Annual,S1701ACS001107,2018-01-01,2012-01-01,Not Seasonally Adjusted,Percent of Population Below the Poverty Level,Percent,27389
Monthly,USPTOISSUED001107,1991-03-01,1991-03-01,Not Seasonally Adjusted,New Patent Assignments,Patents,27389
Annual,2020RATIO001109,2018-01-01,2010-01-01,Not Seasonally Adjusted,Income Inequality,Ratio,27390
Monthly,ALPIKE9LFN,2020-02-01,1990-01-01,Not Seasonally Adjusted,Civilian Labor Force,Persons,27390
Annual,ALPIKE9POP,2019-01-01,1970-01-01,Not Seasonally Adjusted,Resident Population,Thousands of Persons,27390
Monthly,ALPIKE9URN,2020-02-01,1990-01-01,Not Seasonally Adjusted,Unemployment Rate,Percent,27390
Annual,ATNHPIUS01109A,2018-01-01,1991-01-01,Not Seasonally Adjusted,"All-Transactions House Price Index for Pike County, A",Index 2000=100,27390
Annual,B01002001E001109,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Estimate, Median Age by Sex, Total Population (5-year estimate)",Years of Age,27390
Annual,B03002001E001109,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total (5-year estimate)",Persons,27390
Annual,B03002002E001109,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino (5-year estimate)",Persons,27390
Annual,B03002003E001109,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, White Alone (5-year estimate)",Persons,27390
Annual,B03002004E001109,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Black or African American Alone (5-year estimate)",Persons,27390
Annual,B03002005E001109,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, American Indian and Alaska Native Alone (5-year estimate)",Persons,27390
Annual,B03002006E001109,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Asian Alone (5-year estimate)",Persons,27390
Annual,B03002007E001109,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Native Hawaiian and Other Pacific Islander Alone (5-year estimate)",Persons,27390
Annual,B03002008E001109,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Some Other Race Alone (5-year estimate)",Persons,27390
Annual,B03002009E001109,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Two or More Races (5-year estimate)",Persons,27390
Annual,B03002010E001109,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Two or More Races, Two Races Including Some Other Race (5-year estimate)",Persons,27390
Annual,B03002011E001109,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Two or More Races, Two Races Excluding Some Other Race, and Three or More Races (5-year estimate)",Persons,27390
Annual,B03002012E001109,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino (5-year estimate)",Persons,27390
Annual,B03002013E001109,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, White Alone (5-year estimate)",Persons,27390
Annual,B03002014E001109,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Black or African American Alone (5-year estimate)",Persons,27390
Annual,B03002015E001109,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, American Indian and Alaska Native Alone (5-year estimate)",Persons,27390
Annual,B03002016E001109,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Asian Alone (5-year estimate)",Persons,27390
Annual,B03002017E001109,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Native Hawaiian and Other Pacific Islander Alone (5-year estimate)",Persons,27390
Annual,B03002018E001109,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Some Other Race Alone (5-year estimate)",Persons,27390
Annual,B03002019E001109,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Two or More Races (5-year estimate)",Persons,27390
Annual,B03002020E001109,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Two or More Races, Two Races Including Some Other Race (5-year estimate)",Persons,27390
Annual,B03002021E001109,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Two or More Races, Two Races Excluding Some Other Race, and Three or More Races (5-year estimate)",Persons,27390
Annual,B080ACS001109,2018-01-01,2009-01-01,Not Seasonally Adjusted,Mean Commuting Time for Workers (5-year estimate),Minutes,27390
Annual,B14005DCYACS001109,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Disconnected Youth (5-year estimate) for Pike County, A",Percent,27390
Annual,BPPRIV001109,2018-01-01,1990-01-01,Not Seasonally Adjusted,"New Private Housing Structures Authorized by Building Permits for Pike County, A",Units,27390
Annual,CBR01109ALA647NCEN,2017-01-01,1989-01-01,Not Seasonally Adjusted,SNAP Benefits Recipients,Persons,27390
Annual,CDC20N2U001109,2017-01-01,1999-01-01,Not Seasonally Adjusted,"Premature Death Rate for Pike County, A","Rate per 100,000",27390
Annual,CDC20N2UAA001109,2017-01-01,1999-01-01,Not Seasonally Adjusted,"Age-Adjusted Premature Death Rate for Pike County, A","Rate per 100,000",27390
Annual,DMPCRATE001109,2015-01-01,2008-01-01,Not Seasonally Adjusted,Rate of Preventable Hospital Admissions,Rate,27390
Annual,DP04ACS001109,2018-01-01,2010-01-01,Not Seasonally Adjusted,Burdened Households,Percent,27390
Quarterly,ENU0110920510,2019-07-01,1990-01-01,Not Seasonally Adjusted,Number of Private Establishments for All Industries,Establishments,27390
Quarterly,EQFXSUBPRIME001109,2019-10-01,1999-01-01,Not Seasonally Adjusted,"Equifax Subprime Credit Population for Pike County, A",Percent,27390
Annual,FBITC001109,2018-01-01,2005-01-01,Not Seasonally Adjusted,Combined Violent and Property Crime Incidents Known to Law Enforcement,Known Incidents,27390
Annual,GDPALL01109,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: All Industries,Thousands of U.S. Dollars,27390
Annual,GDPGOODS01109,2018-01-01,2007-01-01,Not Seasonally Adjusted,Gross Domestic Product: Private Goods-Producing Industries,Thousands of U.S. Dollars,27390
Annual,GDPGOVT01109,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: Government and Government Enterprises,Thousands of U.S. Dollars,27390
Annual,GDPSERV01109,2018-01-01,2007-01-01,Not Seasonally Adjusted,Gross Domestic Product: Private Services-Providing Industries,Thousands of U.S. Dollars,27390
Annual,HC01ESTVC1601109,2018-01-01,2010-01-01,Not Seasonally Adjusted,High School Graduate or Higher (5-year estimate),Percent,27390
Annual,HC01ESTVC1701109,2018-01-01,2010-01-01,Not Seasonally Adjusted,Bachelor's Degree or Higher (5-year estimate),Percent,27390
Annual,HOWNRATEACS001109,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Homeownership Rate (5-year estimate) for Pike County, A",Rate,27390
Annual,LAUCN011090000000003A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Unemployment Rate,Percent,27390
Monthly,LAUCN011090000000004,2020-02-01,1990-01-01,Not Seasonally Adjusted,Unemployed Persons,Persons,27390
Annual,LAUCN011090000000004A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Unemployed Persons,Persons,27390
Monthly,LAUCN011090000000005,2020-02-01,1990-01-01,Not Seasonally Adjusted,Employed Persons,Persons,27390
Annual,LAUCN011090000000005A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Employed Persons,Persons,27390
Annual,LAUCN011090000000006A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Civilian Labor Force,Persons,27390
Annual,MHIAL01109A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimate of Median Household Income for Pike County, A",Dollars,27390
Annual,MHICILBAL01109A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Median Household Income for Pike County, A",Dollars,27390
Annual,MHICIUBAL01109A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Median Household Income for Pike County, A",Dollars,27390
